Target Name,latitude,longitude,count_GT200_soundings,count_all,SAM_success_rate
fossil_Hazelwood_Yallourn_Loy_Yang_powerplants,-38.2636,146.395,24.0,43.0,0.5581395348837209
fossil_Stanwell_powerplant,-23.5106,150.3185,67.0,95.0,0.7052631578947368
fossil_San_Francisco_USA,37.73865000000003,-122.18542,61.0,83.0,0.7349397590361446
fossil_Wagner_powerplant,39.1781,-76.5268,9.0,19.0,0.47368421052631576
fossil_Dickerson_powerplant,39.2097,-77.4644,6.0,11.0,0.5454545454545454
fossil_Joliet_powerplant,41.4946,-88.1238,11.0,22.0,0.5
fossil_Somerset_Operating_powerplant,43.3589,-78.6047,7.0,24.0,0.2916666666666667
fossil_Will_County_powerplant,41.6334,-88.0629,5.0,10.0,0.5
fossil_Hammond_powerplant,34.2528,-85.3456,12.0,23.0,0.5217391304347826
fossil_Avon Lake_powerplant,41.5045,-82.0546,5.0,13.0,0.38461538461538464
fossil_North_Valmy_powerplant,40.8813,-117.1516,16.0,19.0,0.8421052631578947
fossil_Meramec_powerplant,38.4017,-90.3358,10.0,15.0,0.6666666666666666
fossil_GG_Allen_powerplant,35.1897,-81.0122,9.0,18.0,0.5
fossil_Datang_Tuoketuo_powerplant,40.1947,111.3589,54.0,73.0,0.7397260273972602
fossil_Waigaoqiao_powerplant,31.3536,121.6003,3.0,16.0,0.1875
fossil_Niederaussem_powerplant,50.993,6.6685,4.0,11.0,0.36363636363636365
fossil_Mundra_Umpp_powerplant,22.8158,69.5281,70.0,108.0,0.6481481481481481
fossil_Rihand_powerplant,24.026999999999997,82.7915,46.0,82.0,0.5609756097560976
fossil_Sasan_powerplant,23.9784,82.6275,6.0,9.0,0.6666666666666666
fossil_PLTU_Paiton_powerplant,-7.7184,113.5827,43.0,116.0,0.3706896551724138
fossil_Hekinan_powerplant,34.8352,136.9609,42.0,109.0,0.3853211009174312
fossil_Kendal_powerplant,-26.088,28.9689,50.0,60.0,0.8333333333333334
fossil_Korba_powerplant,22.397,82.692,25.0,42.0,0.5952380952380952
fossil_Tropomi_2_powerplant,35.502,129.303,19.0,35.0,0.5428571428571428
fossil_Az_Zour_powerplant,28.696,48.334,73.0,92.0,0.7934782608695652
fossil_Gwangyang_powerplant,34.93,127.723,1.0,3.0,0.3333333333333333
fossil_Labadie_powerplant,38.561779,-90.83605,80.0,133.0,0.6015037593984962
fossil_Cumberland_powerplant,36.391131,-87.654117,14.0,43.0,0.32558139534883723
fossil_Spurlock_powerplant,38.699024,-83.816281,44.0,82.0,0.5365853658536586
fossil_Dry_Fork_Station_powerplant,44.388606,-105.462214,111.0,174.0,0.6379310344827587
fossil_Poplar_River_powerplant,49.0569,-105.4825,126.0,209.0,0.6028708133971292
fossil_Algoma_Steel,46.523,-84.374,25.0,60.0,0.4166666666666667
fossil_Lepetsk_Russia,52.55,39.65,0.0,0.0,0.0
fossil_Intermountain_powerplant,39.511,-112.58,2.0,4.0,0.5
fossil_Cairo_Egypt,30.0788,31.2804,95.0,100.0,0.95
fossil_Houston_GeoCarb_USA,29.70956,-95.267275,13.0,18.0,0.7222222222222222
fossil_Timmins_Canada,48.57,-81.375,7.0,19.0,0.3684210526315789
fossil_Xinjiang_Shenhuo_powerplants,44.878326,89.035019,83.0,114.0,0.7280701754385965
Stratos_TX,31.921,-102.7481,6.0,8.0,0.75
Irving_Oil_Refinery_Canada,45.2838,-66.012,26.0,67.0,0.3880597014925373
Lingan_Powerplant_Canada,46.2355,-60.039,22.0,65.0,0.3384615384615385
fossil_Fos_sur_Mer_France,43.437733,4.945508,15.0,23.0,0.6521739130434783
fossil_GansuJiuSteel_China,39.813801,98.256401,30.0,48.0,0.625
fossil_marcellus_sw_mageq_USA,39.648602,-80.597198,9.0,23.0,0.391304347826087
fossil_pocahantas3_vs16_mageq_USA,37.233898,81.8508,2.0,4.0,0.5
fossil_memphis_datacenter_USA,35.073101,-90.042801,15.0,18.0,0.8333333333333334
fossil_Chandigarh_India,30.74,76.76,14.0,16.0,0.875
fossil_Ludhiana_India,30.91,75.85,3.0,3.0,1.0
fossil_Agra_India,27.18,78.0,2.0,4.0,0.5
fossil_Lucknow_India,26.85,80.95,3.0,6.0,0.5
fossil_Kanpur_India,26.45,80.33,0.0,0.0,0.0
fossil_Prayagraj_India,25.47,81.88,5.0,5.0,1.0
fossil_Patna_India,25.61,85.16,0.0,0.0,0.0
fossil_Tokyo_FC_Japan,35.462502,139.977005,1.0,5.0,0.2
fossil_Casablanca_Morocco,33.5,-7.5,2.0,6.0,0.3333333333333333
sif_ATTO_Tower_Manaus_Brazil,2.1459,-59.0056,13.0,75.0,0.17333333333333334
sif_ATTO_Tower_Manaus_Brazil_correct,-2.1457,-59.0048,18.0,126.0,0.14285714285714285
sif_Barro_Colorado_Panama,9.1543,-79.8461,11.0,62.0,0.1774193548387097
sif_cazri_Jodhpur_India,26.253803,72.995392,13.0,15.0,0.8666666666666667
sif_Guanika_Peurto_Rico,17.97,-66.870003,36.0,72.0,0.5
sif_Holcomb_Kansas_USA,38.100327,-100.970551,0.0,1.0,0.0
sif_Harvard_Forest_USA,42.5378,-72.1715,12.0,33.0,0.36363636363636365
sif_Jurong_Korea,31.8068,119.2173,0.0,4.0,0.0
sif_k34_Brazil,-2.609,-60.209099,4.0,34.0,0.11764705882352941
sif_k67_Brazil,-2.857,-54.959,26.0,76.0,0.34210526315789475
sif_Lambir_Malaysia,4.1865,114.016998,6.0,65.0,0.09230769230769231
sif_La_Selva_Costa_Rica,10.4333,-84.0211,21.0,65.0,0.3230769230769231
sif_Mead_Cluster_USA,41.1649,-96.455,45.0,79.0,0.569620253164557
sif_Pinyon_Juniper_USA,35.4385,-106.2377,62.0,72.0,0.8611111111111112
sif_Ozark_USA,38.7441,-92.2,7.0,11.0,0.6363636363636364
sif_Northern_Green_Mountains_Vermont_USA,44.447582,-72.786575,14.0,32.0,0.4375
sif_Niwot_Ridge_Colorado_USA,40.0329,-105.5464,15.0,24.0,0.625
sif_obs,53.9872,105.1178,0.0,0.0,0.0
sif_KAEFS_USA,34.9846,-97.5223,9.0,14.0,0.6428571428571429
sif_Pasoh_Malaysia,2.982,102.313004,6.0,36.0,0.16666666666666666
sif_Santa_Rita_Cluster_USA,31.8214,-110.84,59.0,67.0,0.8805970149253731
sif_shq,34.5203,115.5894,3.0,6.0,0.5
sif_University_of_Michigan_USA,45.5598,-84.7138,36.0,89.0,0.4044943820224719
sif_University_of_Virginia_USA,37.9229,-78.2739,28.0,46.0,0.6086956521739131
val_anmyeondoKo,36.62410999999999,126.37289,8.0,21.0,0.38095238095238093
val_ascensionIsland,-7.9473,-14.3873,15.0,19.0,0.7894736842105263
val_drydenCA,34.958,-117.882,49.0,54.0,0.9074074074074074
val_bremenDe,53.1037,8.84951,0.0,1.0,0.0
val_burgosPh,18.53249979,120.6494991,41.0,115.0,0.3565217391304348
val_caltechCA,34.1231,-118.0729,35.0,47.0,0.7446808510638298
val_darwinAu,-12.375,130.9167,83.0,196.0,0.42346938775510207
val_izanaTenerifeEs,28.29701,-16.518,158.0,198.0,0.797979797979798
val_karlsruheDe,49.1,8.43801,79.0,179.0,0.441340782122905
val_lamontOK,36.6039,-97.4855,145.0,229.0,0.6331877729257642
val_lauderNz,-45.0022,169.6853,205.0,337.0,0.6083086053412463
val_orleansFr,47.965,2.1125,60.0,121.0,0.49586776859504134
val_parisFr,48.846,2.356,73.0,178.0,0.4101123595505618
val_parkFallsWI,45.9448,-90.2725,130.0,332.0,0.39156626506024095
val_reunionIsland,-20.901,55.485,41.0,71.0,0.5774647887323944
val_rikubetsuJp,43.45180999999999,143.6997,63.0,176.0,0.35795454545454547
val_sagaJp,33.2411,130.2882,83.0,209.0,0.39712918660287083
val_tsukubaJp,36.0513,140.1215,95.0,209.0,0.45454545454545453
val_wollongongAu,-34.4506,150.8545,132.0,241.0,0.5477178423236515
val_cyprus,35.04,33.06,176.0,229.0,0.7685589519650655
val_Xianghe_China,39.8,116.96,55.0,97.0,0.5670103092783505
val_Calakmul_Mexico,18.6,-89.4,33.0,67.0,0.4925373134328358
val_Harwell_UK,51.57,-1.35,10.0,50.0,0.2
campaign_texmex_corpus_christi,27.809016,-97.405904,21.0,30.0,0.7
campaign_texmex_freeport,29.004259,-95.409948,4.0,7.0,0.5714285714285714
campaign_texmex_port_arthur,29.953892,-93.988229,3.0,12.0,0.25
campaign_texmex_lake_charles,30.125402,-93.316006,3.0,5.0,0.6
campaign_texmex_harrington_station,35.298973,-101.739486,62.0,69.0,0.8985507246376812
campaign_texmex_fayette_station,29.908693,-96.752407,2.0,5.0,0.4
campaign_texmex_WA_parish_station,29.492793,-95.683079,18.0,35.0,0.5142857142857142
campaign_texmex_limestone_big_brown_stations,31.594193,-96.144985,17.0,27.0,0.6296296296296297
campaign_texmex_martin_lake_pirkey_stations,32.34324,-94.532219,7.0,12.0,0.5833333333333334
campaign_texmex_baton_rouge,30.30348,-91.172076,83.0,152.0,0.5460526315789473
campaign_texmex_fort_worth,32.740462,-97.410847,66.0,83.0,0.7951807228915663
campaign_texmex_amarillo_south01,34.502617,-102.909702,0.0,0.0,0.0
campaign_texmex_amarillo_south02,34.673764,-102.435868,0.0,0.0,0.0
campaign_texmex_amarillo_north01,36.112778,-102.595969,0.0,0.0,0.0
campaign_texmex_amarillo_north02,36.10232,-102.131864,1.0,1.0,1.0
campaign_texmex_permian01b,32.72488,-104.277874,0.0,0.0,0.0
campaign_texmex_permian01c,32.160132,-103.851187,0.0,0.0,0.0
campaign_texmex_permian01d,31.564529,-103.36037,1.0,1.0,1.0
campaign_texmex_permian01e,31.218347,-103.149268,0.0,0.0,0.0
campaign_texmex_permian02b,33.001347,-102.197474,1.0,1.0,1.0
campaign_texmex_permian02c,32.314015,-102.010295,0.0,0.0,0.0
campaign_texmex_permian02d,31.605376,-101.799985,0.0,0.0,0.0
campaign_texmex_oakgrove_powerplant,31.185,-96.4853,69.0,111.0,0.6216216216216216
campaign_texmex_hunters_powerplant,39.1747,-111.0289,111.0,138.0,0.8043478260869565
campaign_texmex_brame_powerplant,31.395,-92.716,50.0,85.0,0.5882352941176471
campaign_texmex_sanjuan_powerplant,36.80089,-108.441736,55.0,65.0,0.8461538461538461
campaign_texmex_craig_powerplant,40.4627,-107.5912,37.0,56.0,0.6607142857142857
validation_eastern_colorado,39.9122,-104.2423,25.0,35.0,0.7142857142857143
val_Toulouse_France,43.562153,1.497266,49.0,77.0,0.6363636363636364
val_Tokyo_Atacama_Observatory,-22.98678,-67.74194,5.0,5.0,1.0
val_Kolkata_Vertex70_site,22.963,88.5242,29.0,75.0,0.38666666666666666
val_salar_de_Uyuni_Bolivia,-20.2,-67.4,31.0,40.0,0.775
val006_Garmish_Zugspitze_Germany,47.467,11.063,8.0,24.0,0.3333333333333333
val007_Reims_France,49.294685,4.06058,20.0,44.0,0.45454545454545453
val_AireSurlAdour_France,43.7,0.2623,49.0,108.0,0.4537037037037037
val009_LIRF_Colorado,40.447842,-104.636681,2.0,6.0,0.3333333333333333
val_el_alto_bolivia,-16.4799,-68.1857,11.0,19.0,0.5789473684210527
val_toledo_bolivia,-18.18,-67.4,15.0,16.0,0.9375
val012_CAO_Colorado,39.922722,-103.972275,2.0,5.0,0.4
v257040_Ambrym,-16.25,168.12,14.0,48.0,0.2916666666666667
v341090_Popocatepetl,19.023,-98.62200000000001,24.0,32.0,0.75
v211060_Etna,37.73,15.0,111.0,152.0,0.7302631578947368
v263250_Merapi,-7.56,110.44,43.0,149.0,0.28859060402684567
v332010_Kilauea_Hawaii,19.42,-155.29,99.0,137.0,0.7226277372262774
v211040_Stromboli,38.78782,15.214823,6.0,17.0,0.35294117647058826
v257030_Aoba_Ambae,-15.4,167.83,4.0,17.0,0.23529411764705882
v357120_Villarrica,-39.42,-71.93,113.0,221.0,0.5113122171945701
v332020_Mauna_Loa_Hawaii,19.48,-155.61,25.0,28.0,0.8928571428571429
v252120_Ulawun,-5.05,151.33,17.0,135.0,0.1259259259259259
v273030_Mayon,13.26,13.26,48.0,75.0,0.64
v345070_Turrialba,10.025,-83.76700000000001,31.0,105.0,0.29523809523809524
v233020_Piton_de_la_Fournaise_Reunion,-21.231,55.713,14.0,31.0,0.45161290322580644
v282110_Aso,32.88,131.11,0.0,1.0,0.0
v342090_Fuego,14.47,-90.88,64.0,133.0,0.48120300751879697
v252140_Rabaul_Tarvurvur,-4.271,152.203,7.0,47.0,0.14893617021276595
v354006_Sabancaya,-15.79516732,-71.85967790000001,114.0,139.0,0.8201438848920863
v282080_Sakurajima,31.585,130.657,14.0,33.0,0.42424242424242425
v273070_Taal,14.008,120.994,19.0,52.0,0.36538461538461536
v223030_Nyiragongo,-1.52,29.25,33.0,115.0,0.28695652173913044
v262000_Krakatau_Anak_Krakatau,-6.1,105.42,3.0,30.0,0.1
v323150_Mammoth_Mountain_LVC,37.631,-119.032,6.0,6.0,1.0
v241040_White_Island,-37.52019052,177.1806283,10.0,28.0,0.35714285714285715
v257100_Yasur,-19.532,169.447,7.0,27.0,0.25925925925925924
v2110010_Campi_Flegrei_and_Pisciarelli,40.827,14.139,23.0,39.0,0.5897435897435898
v354020_Ubinas,-16.34,-70.9,43.0,52.0,0.8269230769230769
v251020_Manam,-4.08,145.04,2.0,31.0,0.06451612903225806
v351020_Nevado_del_Ruiz,4.895,-75.322,11.0,42.0,0.2619047619047619
v344100_Masaya,11.98,-86.16,22.0,50.0,0.44
v263310_Bromo,-7.94,112.95,8.0,35.0,0.22857142857142856
v264020_Agung,-8.34,115.51,37.0,120.0,0.30833333333333335
v211050_Vulcano,38.404,14.962,5.0,14.0,0.35714285714285715
v222120_Oldoinyo_Lengai,-2.764,35.914,11.0,17.0,0.6470588235294118
v345040_Poas,10.2,-84.23299999999999,1.0,1.0,1.0
v241100_Ruapehu,-39.28,175.57,47.0,86.0,0.5465116279069767
v325010_Yellowstone,44.4,-110.7,62.0,100.0,0.62
v353010_Fernandina_Galapagos,-0.37,-91.55,22.0,45.0,0.4888888888888889
v221080_Erta_Ale,13.6,40.67,68.0,101.0,0.6732673267326733
v268010_Dukono,1.68,127.88,18.0,163.0,0.11042944785276074
v357090_Copahue,-37.86,-71.16,61.0,84.0,0.7261904761904762
v342110_Pacaya,14.382,-90.601,17.0,27.0,0.6296296296296297
v332010_East_Rift_Zone_Hawaii,19.275,-154.91,8.0,13.0,0.6153846153846154
v283110_Asama,36.4,138.53,7.0,13.0,0.5384615384615384
v342030_Santiaguito_Santa_Maria,14.757,-91.552,15.0,32.0,0.46875
v305060_Changbaishan_CN_Baekdusan_Paekdusan_NK,41.98,128.08,47.0,92.0,0.5108695652173914
v224010_Mt._Cameroon,4.211,9.175,5.0,126.0,0.03968253968253968
v353050_Sierra_Negra,-0.83,-91.17,59.0,120.0,0.49166666666666664
v223020_Nyamuragira,-1.408,29.2,6.0,27.0,0.2222222222222222
v224030_Oku_Volcanic_Field_Lake_Nyos,6.437,10.298,16.0,80.0,0.2
v263280_Kelut,-7.93,112.31,5.0,18.0,0.2777777777777778
v255020_Bagana,-6.09,155.23,2.0,20.0,0.1
v344090_Momotombo,12.423,-86.539,10.0,26.0,0.38461538461538464
v282030_Suwanosejima_Marianas,29.635,129.716,4.0,33.0,0.12121212121212122
v282060_Satsuma-Iwojima_Kikai,30.789,130.308,1.0,5.0,0.2
v221101_Nabro,13.37,41.7,46.0,61.0,0.7540983606557377
v261080_Sinabung,3.17,98.391,17.0,139.0,0.1223021582733813
v263300_Semeru,-8.107999999999999,112.922,0.0,0.0,0.0
v261170_Kerinci,-1.7,101.26,7.0,41.0,0.17073170731707318
v266100_Lokon-Empung_Sulawesi,1.36,124.79,2.0,14.0,0.14285714285714285
v354010_Misti,-16.294,-71.40899999999999,13.0,18.0,0.7222222222222222
v351110_Chiles-Cerro_Negro,0.826,-77.964,10.0,58.0,0.1724137931034483
v266030_Soputan,1.113,124.734,20.0,116.0,0.1724137931034483
v284040_Miyake-jima_Marianas,34.094,139.526,4.0,20.0,0.2
v360050_Soufriere_Hills_Montserrat,16.72,-62.18,18.0,35.0,0.5142857142857142
v267020_Karangetan,2.78,125.41,13.0,40.0,0.325
v351050_Nevado_del_Huila,2.917,-76.03399999999999,8.0,75.0,0.10666666666666667
v263350_Kawah_Ijen_Ijen,-8.06,114.24,7.0,13.0,0.5384615384615384
v311290_Okmok,53.43,-168.13,0.0,0.0,0.0
v252010_Langila,-5.53,148.42,5.0,47.0,0.10638297872340426
v351080_Galeras,1.2,-77.39,4.0,34.0,0.11764705882352941
v360101_Morne_Watt_Dominica_Island,15.31,-61.31,11.0,29.0,0.3793103448275862
v343020_Santa_Ana,13.853,-89.63,13.0,28.0,0.4642857142857143
v264270_Sirung_Pantar,-8.509004591,124.1274858,4.0,35.0,0.11428571428571428
v321050_Mount_St._Helens,46.2,-122.18,7.0,11.0,0.6363636363636364
v283030_Fuji-san,35.36,138.73,2.0,3.0,0.6666666666666666
v355838_Uturuncu,-22.27,-67.18,135.0,145.0,0.9310344827586207
v344020_San_Cristobal,12.702,-87.00399999999999,14.0,29.0,0.4827586206896552
v355100_Lascar,-23.37,-67.73,53.0,57.0,0.9298245614035088
v355120_Lastarria,-25.17,-68.5,81.0,85.0,0.9529411764705882
v357061_Laguna_del_Maule,-36.06,-70.49,61.0,74.0,0.8243243243243243
v300070_Gorely,52.56,158.03,0.0,0.0,0.0
v300060_Mutnovsky,52.449,158.196,0.0,1.0,0.0
v282090_Shinmoedake_Kirishimayama,31.911,130.882,1.0,4.0,0.25
v283040_Ontake-san_Nagoya,35.893,137.48,0.0,1.0,0.0
v284010_Izu-Oshima,34.72,139.39,0.0,2.0,0.0
v271011_Parker,6.113,124.892,19.0,94.0,0.20212765957446807
v352010_Reventador,-0.077,-77.656,1.0,6.0,0.16666666666666666
v352006_Cayambe,0.029,-77.986,2.0,12.0,0.16666666666666666
v284120_Ioto_Iwo-Jima,24.75,141.29,17.0,50.0,0.34
v351110_Cerro_Negro_de_Mayasquer,0.8170000000000001,-77.936,0.0,0.0,0.0
v358020_Calbuco,-41.33,-72.61,72.0,184.0,0.391304347826087
v351040_Cerro_Machin,4.487,-75.389,0.0,4.0,0.0
v358041_Chaiten,-42.833,-72.646,44.0,138.0,0.3188405797101449
v345020_Rincon_de_la_Vieja,10.83,-85.324,2.0,2.0,1.0
